OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_200	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Thelonectria_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	78.713	100
FOTU_201									0	0
FOTU_202	Rhizaria_1	Cercozoa_1							0	0
FOTU_203									0	0
FOTU_204	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_205	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_206									0	0
FOTU_207	Fungi_1								0	0
FOTU_208	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Trichocomaceae_1	Ascospirella_1	Ascospirella lutea 		0	0
FOTU_209	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Chaetosphaeria_1	Chaetosphaeria raciborskii 		0	0
FOTU_210	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_211	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_212	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1	Spizellomyces_1	Spizellomyces acuminatus 		0	0
FOTU_213	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_214	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Valsonectria_1	Valsonectria inflata 		0	0
FOTU_215									0	0
FOTU_216									0	0
FOTU_217	Fungi_1								0	0
FOTU_218	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1		Fungi-OEO_O278,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_gamsii	99.495	99
FOTU_219	Fungi_1								0	0
FOTU_220	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coronophorales_1	Ceratostomataceae_1	Melanospora_1			0	0
FOTU_221	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1	Stachybotrys_1	Stachybotrys limonisporus 		0	0
FOTU_222	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_223									0	0
FOTU_224	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lycoperdaceae_1	Lycoperdon_1	Lycoperdon pyriforme 		0	0
FOTU_225	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Powellomycetaceae_1				0	0
FOTU_226	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1			0	0
FOTU_227	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_228	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_229	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1			Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	76.355	100
FOTU_230	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1	Aspergillus caninus 		0	0
FOTU_231	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1				0	0
FOTU_232									0	0
FOTU_233	Fungi_1	Chytridiomycota_1							0	0
FOTU_234	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Plectosphaerellaceae_1	Sodiomyces_1	Sodiomyces alcalophilus 	Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis	89.560	91
FOTU_235									0	0
FOTU_236	Rhizaria_1	Cercozoa_1							0	0
FOTU_237	Fungi_1	Ascomycota_1	Dothideomycetes_1						0	0
FOTU_238	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_239	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_240	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Rhizophydiaceae_1	Rhizophydium_1			0	0
FOTU_241	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1			0	0
FOTU_242									0	0
FOTU_243	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Trichomonascaceae_1	Trichomonascus_1	Trichomonascus vanleenenianus 		0	0
FOTU_244	Rhizaria_1	Cercozoa_1							0	0
FOTU_245	Fungi_1	Kickxellomycota_1							0	0
FOTU_246	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_247	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	79.904	100
FOTU_248	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_249	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1	Trichoderma pararogersonii 	Fungi-CHH22,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	94.527	100
FOTU_250	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_251	Rhizaria_1	Cercozoa_1							0	0
FOTU_252	Fungi_1								0	0
FOTU_253									0	0
FOTU_254	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Myrotheciomycetaceae_1	Emericellopsis_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	75.369	100
FOTU_255									0	0
FOTU_256	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Cantharellales_1	Minimedusa_1	Minimedusa polyspora 			0	0
FOTU_257	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Onygenales_1	Onygenaceae_1				0	0
FOTU_258	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1		Fungi-CHH1,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,s__Trichoderma_turrialbense	83.981	100
FOTU_259	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Debaryomycetaceae_1				0	0
FOTU_260	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pulvinulaceae_1				0	0
FOTU_261	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Omphalotaceae_1	Omphalotus_1	Omphalotus illudens 		0	0
FOTU_262	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_263	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coniochaetales_1	Coniochaetaceae_1	Coniochaeta_1	Coniochaeta ligniaria 		0	0
FOTU_264	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_265	Rhizaria_1	Cercozoa_1							0	0
FOTU_266	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1		Fungi-ZANF64,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	97.512	100
FOTU_267	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_268	Fungi_1	Kickxellomycota_1							0	0
FOTU_269	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_270	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_271	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Strophariaceae_1				0	0
FOTU_272	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_273	Rhizaria_1	Cercozoa_1							0	0
FOTU_274	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1	Neosetophoma_1			0	0
FOTU_275	Fungi_1	Ascomycota_1	Dothideomycetes_1	Botryosphaeriales_1	Botryosphaeriaceae_1	Macrophomina_1	Macrophomina phaseolina 	Fungi-ZANF51,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Macrophomina,s__Macrophomina_phaseolina	100.000	100
FOTU_276	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_277	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Pezizaceae_1	Iodophanus_1			0	0
FOTU_278	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Pseudallescheria_1		Fungi-ZANF49,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_equiseti	75.862	100
FOTU_279	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_280	Fungi_1							Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	80.296	100
FOTU_281									0	0
FOTU_282	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1				0	0
FOTU_283	Fungi_1	Kickxellomycota_1							0	0
FOTU_284									0	0
FOTU_285	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_286	Rhizaria_1	Haplosporidia_1							0	0
FOTU_287	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_288	Fungi_1	Chytridiomycota_1							0	0
FOTU_289	Rhizaria_1	Cercozoa_1							0	0
FOTU_290	Rhizaria_1	Cercozoa_1							0	0
FOTU_291	Rhizaria_1	Cercozoa_1							0	0
FOTU_292									0	0
FOTU_293	Fungi_1								0	0
FOTU_294	Rhizaria_1	Cercozoa_1							0	0
FOTU_295	Metazoa_1								0	0
FOTU_296									0	0
FOTU_297	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Thelephorales_1	Thelephoraceae_1	Tomentella_1			0	0
FOTU_298	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Varicosporellopsis_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	83.902	100
FOTU_299	Rhizaria_1	Haplosporidia_1							0	0
FOTU_300	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Protocreopsis_1	Protocreopsis phormiicola 		0	0
FOTU_301									0	0
FOTU_302	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Thelephorales_1	Thelephoraceae_1	Tomentella_1			0	0
FOTU_303									0	0
FOTU_304									0	0
FOTU_305	Rhizaria_1	Cercozoa_1							0	0
FOTU_306	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_307									0	0
FOTU_308	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Parasola_1	Parasola schroeteri 		0	0
FOTU_309									0	0
FOTU_310	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_311	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Phallales_1	Phallaceae_1	Mutinus_1			0	0
FOTU_312	Rhizaria_1	Cercozoa_1							0	0
FOTU_313	Rhizaria_1	Cercozoa_1							0	0
FOTU_314	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_315	Rhizaria_1	Cercozoa_1							0	0
FOTU_316	Fungi_1	Ascomycota_1	Sordariomycetes_1	Branch06_1					0	0
FOTU_317	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	82.857	100
FOTU_318	Rhizaria_1	Cercozoa_1	Thaumatomonadida_1	Thaumatomastigidae_1	Thaumatomonas_1				0	0
FOTU_319									0	0
FOTU_320	Fungi_1	Chytridiomycota_1							0	0
FOTU_321									0	0
FOTU_322	Fungi_1	Ascomycota_1	Dothideomycetes_1	Tubeufiales_1	Tubeufiaceae_1	Helicoma_1			0	0
FOTU_323	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Onygenales_1	Spiromastigaceae_1				0	0
FOTU_324	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_325	Fungi_1								0	0
FOTU_326	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Torulaceae_1	Torula_1	Torula fici 		0	0
FOTU_327									0	0
FOTU_328	Fungi_1								0	0
FOTU_329									0	0
FOTU_330	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1	Pyxidiophorales_1	Pyxidiophoraceae_1				0	0
FOTU_331	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_332	Rhizaria_1	Cercozoa_1							0	0
FOTU_333	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Podosporaceae_1				0	0
FOTU_334	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1	Spizellomycetaceae_1	Spizellomyces_1			0	0
FOTU_335	Fungi_1							Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	92.118	100
FOTU_336	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Akenomyces_1	Akenomyces costatus 			0	0
FOTU_337	Rhizaria_1	Cercozoa_1							0	0
FOTU_338									0	0
FOTU_339	Fungi_1	Chytridiomycota_1							0	0
FOTU_340	Fungi_1	Ascomycota_1	Sordariomycetes_1	Chaetosphaeriales_1	Chaetosphaeriaceae_1	Chloridium_1			0	0
FOTU_341	Fungi_1	Ascomycota_1							0	0
FOTU_342									0	0
FOTU_343									0	0
FOTU_344	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_345	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Filobasidiales_1	Piskurozymaceae_1	Solicoccozyma_1	Solicoccozyma terrea 		0	0
FOTU_346	Fungi_1							Fungi-CCHF44,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,s__Clonostachys_rosea	77.073	100
FOTU_347	Fungi_1	Ascomycota_1	Sordariomycetes_1	Cephalothecales_1	Cephalothecaceae_1	Phialemonium_1	Phialemonium inflatum 	Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	79.327	100
FOTU_348	Fungi_1								0	0
FOTU_349									0	0
FOTU_350	Rhizaria_1	Cercozoa_1							0	0
FOTU_351	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1			Fungi-OEO_O218,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,s__Mortierella_alpina	94.175	100
FOTU_352	Rhizaria_1	Cercozoa_1							0	0
FOTU_353	Rhizaria_1	Cercozoa_1							0	0
FOTU_354	Fungi_1								0	0
FOTU_355	Fungi_1								0	0
FOTU_356	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_357	Rhizaria_1	Cercozoa_1							0	0
FOTU_358	Fungi_1	Rozellomycota_1							0	0
FOTU_359	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_360									0	0
FOTU_361	Rhizaria_1	Cercozoa_1							0	0
FOTU_362	Rhizaria_1	Cercozoa_1							0	0
FOTU_363	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiaceae_1	Filobasidium_1	Filobasidium chernovii 		0	0
FOTU_364	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_365	Rhizaria_1	Cercozoa_1							0	0
FOTU_366									0	0
FOTU_367	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_368	Rhizaria_1	Cercozoa_1							0	0
FOTU_369	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1						0	0
FOTU_370	Fungi_1	Ascomycota_1	Sordariomycetes_1	Amphisphaeriales_1	Sporocadaceae_1	Robillarda_1	Robillarda sessilis 		0	0
FOTU_371	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Typhulaceae_1	Typhula_1	Typhula incarnata 		0	0
FOTU_372	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lycoperdaceae_1	Calvatia_1	Calvatia cyathiformis 		0	0
FOTU_373	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Acremonium_1		Fungi-CCHF67,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	77.941	100
FOTU_374	Fungi_1	Basidiomycota_1							0	0
FOTU_375	Fungi_1	Ascomycota_1	Leotiomycetes_1	Thelebolales_1	Pseudeurotiaceae_1				0	0
FOTU_376	Fungi_1								0	0
FOTU_377	Fungi_1	Chytridiomycota_1							0	0
FOTU_378	Rhizaria_1	Cercozoa_1							0	0
FOTU_379	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Debaryomycetaceae_1	Schwanniomyces_1	Schwanniomyces occidentalis 	Fungi-EMMF16,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces	93.210	79
FOTU_380									0	0
FOTU_381	Fungi_1	Ascomycota_1	Sordariomycetes_1	Amphisphaeriales_1	Apiosporaceae_1	Nigrospora_1		Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium	79.808	100
FOTU_382									0	0
FOTU_383	Fungi_1	Kickxellomycota_1							0	0
FOTU_384									0	0
FOTU_385	Rhizaria_1	Cercozoa_1							0	0
FOTU_386	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Herpotrichiellaceae_1	Exophiala_1	Exophiala salmonis 	Fungi-ZANF58,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala	82.524	100
FOTU_387									0	0
FOTU_388	Viridiplantae_1	Anthophyta_1	Eudicotyledonae_1	Fabales_1	Fabaceae_1	Glycine_1			0	0
FOTU_389	Fungi_1								0	0
FOTU_390	Rhizaria_1	Cercozoa_1							0	0
FOTU_391									0	0
FOTU_392	Fungi_1	Basidiomycota_1							0	0
FOTU_393	Fungi_1	Ascomycota_1	Sordariomycetes_1	Diaporthales_1	Diaporthaceae_1	Diaporthe_1			0	0
FOTU_394	Fungi_1							Fungi-CCHF65,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__,g__Sesquicillium	99.000	100
FOTU_395	Fungi_1	Basidiomycota_1							0	0
FOTU_396									0	0
FOTU_397									0	0
FOTU_398									0	0
FOTU_399	Fungi_1	Rozellomycota_1							0	0
FOTU_400	Fungi_1							Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis	98.985	99
FOTU_401	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1	Ramicandelaberaceae_1				0	0
FOTU_402	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1	Ramicandelaberaceae_1	Ramicandelaber_1			0	0
FOTU_403									0	0
FOTU_404	Rhizaria_1	Haplosporidia_1							0	0
FOTU_405	Fungi_1								0	0
FOTU_406	Fungi_1	Basidiomycota_1							0	0
FOTU_407									0	0
FOTU_408	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1	Caespitomonium_1	Caespitomonium euphorbiae 		0	0
FOTU_409	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_410	Fungi_1								0	0
FOTU_411									0	0
FOTU_412									0	0
FOTU_413									0	0
FOTU_414	Rhizaria_1	Cercozoa_1							0	0
FOTU_415	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_416	Fungi_1	Ascomycota_1	Laboulbeniomycetes_1	Pyxidiophorales_1					0	0
FOTU_417	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	100.000	100
FOTU_418	Rhizaria_1	Cercozoa_1							0	0
FOTU_419									0	0
FOTU_420	Fungi_1	Basidiomycota_1	Microbotryomycetes_1						0	0
FOTU_421	Fungi_1							Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales	89.610	75
FOTU_422	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1		Fungi-OEO_O278,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_gamsii	95.050	100
FOTU_423									0	0
FOTU_424	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Lasiosphaeriaceae_1	Schizothecium_1		Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	78.846	100
FOTU_425	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymosphaeriaceae_1				0	0
FOTU_426	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1	Aspergillus sclerotiorum 		0	0
FOTU_427									0	0
FOTU_428									0	0
FOTU_429	Fungi_1	Ascomycota_1							0	0
FOTU_430	Fungi_1								0	0
FOTU_431	Rhizaria_1	Cercozoa_1							0	0
FOTU_432	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1					0	0
FOTU_433									0	0
FOTU_434									0	0
FOTU_435	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_436	Fungi_1								0	0
FOTU_437	Fungi_1	Chytridiomycota_1							0	0
FOTU_438	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1					0	0
FOTU_439	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1			0	0
FOTU_440	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1					0	0
FOTU_441	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascodesmidaceae_1	Cephaliophora_1			0	0
FOTU_442									0	0
FOTU_443	Fungi_1	Chytridiomycota_1							0	0
FOTU_444									0	0
FOTU_445	Fungi_1	Chytridiomycota_1							0	0
FOTU_446									0	0
FOTU_447	Rhizaria_1	Cercozoa_1							0	0
FOTU_448	Fungi_1	Blastocladiomycota_1							0	0
FOTU_449	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Strophariaceae_1	Deconica_1			0	0
FOTU_450									0	0
FOTU_451									0	0
FOTU_452									0	0
FOTU_453	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1	Lacrymaria_1	Lacrymaria lacrymabunda 		0	0
FOTU_454									0	0
FOTU_455	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Penicillium_1		Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	89.163	100
FOTU_456	Fungi_1								0	0
FOTU_457									0	0
FOTU_458	Fungi_1	Ascomycota_1	Dothideomycetes_1	Mycosphaerellales_1	Mycosphaerellaceae_1	Septoria_1		Fungi-ZANF21,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zymoseptoria	86.893	100
FOTU_459	Fungi_1	Basidiomycota_1							0	0
FOTU_460	Fungi_1							Fungi-ZANF69,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__Fusarium_neocosmosporiellum	93.000	100
FOTU_461	Fungi_1								0	0
FOTU_462	Rhizaria_1	Cercozoa_1							0	0
FOTU_463	Fungi_1	Ascomycota_1	Leotiomycetes_1	Thelebolales_1	Pseudeurotiaceae_1	Pseudogymnoascus_1	Pseudogymnoascus roseus 		0	0
FOTU_464	Fungi_1	Ascomycota_1	Dothideomycetes_1	Muyocopronales_1	Muyocopronaceae_1	Leptodiscella_1			0	0
FOTU_465	Rhizaria_1	Cercozoa_1							0	0
FOTU_466	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Hypocreaceae_1	Trichoderma_1			0	0
FOTU_467	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Glomerellaceae_1	Colletotrichum_1	Colletotrichum cereale 	Fungi-ZANF36,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum	89.500	98
FOTU_468	Rhizaria_1	Cercozoa_1							0	0
FOTU_469	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_470	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Phaeosphaeriaceae_1			Fungi-ZANF81,p__Ascomycota,c__Dothideomycetes,o__Pleosporales	90.594	100
FOTU_471	Rhizaria_1	Cercozoa_1							0	0
FOTU_472									0	0
FOTU_473	Fungi_1	Ascomycota_1	Triscelophorus_1						0	0
FOTU_474									0	0
FOTU_475	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Microascaceae_1	Scedosporium_1	Scedosporium prolificans 		0	0
FOTU_476									0	0
FOTU_477	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_478	Rhizaria_1	Cercozoa_1							0	0
FOTU_479	Rhizaria_1	Cercozoa_1							0	0
FOTU_480									0	0
FOTU_481	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_482	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Aspergillus_1	Aspergillus collinsii 		0	0
FOTU_483									0	0
