vsearch v2.22.1_linux_x86_64, 1007.5GB RAM, 128 cores
vsearch -fastq_stats trimmed/trimmed.fastq -log stats/stats_results.txt
Started  Tue Jan 23 20:56:16 2024

Read length distribution
      L           N      Pct   AccPct
-------  ----------  -------  -------
>=  518           1     0.0%     0.0%
   85  5810705  5794493  5720846  5659087   99.88%   99.60%   98.33%   97.27%
   84  5810751  5794852  5721561  5660420   99.88%   99.61%   98.35%   97.29%
   83  5810766  5794972  5722000  5661117   99.88%   99.61%   98.35%   97.31%
   82  5810819  5795703  5724022  5664339   99.88%   99.62%   98.39%   97.36%
   81  5810867  5796055  5725159  5666228   99.88%   99.63%   98.41%   97.39%
   80  5810909  5796766  5728269  5671549   99.88%   99.64%   98.46%   97.49%
   79  5810963  5797032  5729072  5673092   99.88%   99.64%   98.47%   97.51%
   78  5811007  5797312  5730024  5674692   99.88%   99.65%   98.49%   97.54%
   77  5811041  5797511  5730734  5676086   99.88%   99.65%   98.50%   97.56%
   76  5811074  5797767  5731809  5678015   99.88%   99.66%   98.52%   97.60%
   75  5811094  5797851  5732175  5678738   99.88%   99.66%   98.53%   97.61%
   74  5811103  5797917  5732391  5679191   99.88%   99.66%   98.53%   97.62%
   73  5811116  5797994  5732635  5679704   99.88%   99.66%   98.54%   97.63%
   72  5811130  5798104  5732901  5680174   99.88%   99.66%   98.54%   97.63%
   71  5811154  5798315  5733389  5681061   99.89%   99.66%   98.55%   97.65%
   70  5811159  5798384  5733548  5681375   99.89%   99.67%   98.55%   97.65%
   69  5811208  5798614  5734129  5682308   99.89%   99.67%   98.56%   97.67%
   68  5811260  5798902  5734937  5683640   99.89%   99.67%   98.58%   97.69%
   67  5811287  5799019  5735306  5684209   99.89%   99.68%   98.58%   97.70%
   66  5811324  5799234  5735963  5685259   99.89%   99.68%   98.59%   97.72%
   65  5811344  5799365  5736377  5685948   99.89%   99.68%   98.60%   97.73%
   64  5811375  5799471  5736773  5686629   99.89%   99.68%   98.61%   97.74%
   63  5811402  5799553  5737050  5687097   99.89%   99.69%   98.61%   97.75%
   62  5811436  5799708  5737575  5687964   99.89%   99.69%   98.62%   97.77%
   61  5811454  5799876  5738193  5689076   99.89%   99.69%   98.63%   97.79%
   60  5811483  5800089  5738921  5690178   99.89%   99.70%   98.64%   97.81%
   59  5811522  5800456  5740584  5693174   99.89%   99.70%   98.67%   97.86%
   58  5811574  5800954  5743009  5697477   99.89%   99.71%   98.71%   97.93%
   57  5811644  5801780  5747285  5704715   99.89%   99.72%   98.79%   98.06%
   56  5811700  5802265  5749055  5707670   99.89%   99.73%   98.82%   98.11%
   55  5811775  5802971  5752289  5713074   99.90%   99.74%   98.87%   98.20%
   54  5811800  5803027  5752479  5713417   99.90%   99.75%   98.88%   98.21%
   53  5811810  5803074  5752642  5713725   99.90%   99.75%   98.88%   98.21%
   52  5811829  5803192  5753124  5714517   99.90%   99.75%   98.89%   98.22%
   51  5811834  5803231  5753287  5714795   99.90%   99.75%   98.89%   98.23%
   50  5811847  5803273  5753435  5715039   99.90%   99.75%   98.89%   98.23%
   49  5811859  5803367  5753862  5715781   99.90%   99.75%   98.90%   98.25%
   48  5811892  5803484  5754235  5716360   99.90%   99.75%   98.91%   98.26%
   47  5811907  5803532  5754431  5716654   99.90%   99.75%   98.91%   98.26%
   46  5811920  5803690  5755040  5717602   99.90%   99.76%   98.92%   98.28%
   45  5811941  5804121  5757732  5722289   99.90%   99.76%   98.97%   98.36%
   44  5811975  5804360  5758749  5724227   99.90%   99.77%   98.98%   98.39%
   43  5811986  5804483  5759427  5725461   99.90%   99.77%   99.00%   98.41%
   42  5812014  5805546  5765420  5734821   99.90%   99.79%   99.10%   98.57%
   41  5812028  5805589  5765594  5735105   99.90%   99.79%   99.10%   98.58%
   40  5812043  5805655  5765968  5735679   99.90%   99.79%   99.11%   98.59%
   39  5812059  5805721  5766166  5736004   99.90%   99.79%   99.11%   98.59%
   38  5812081  5805768  5766346  5736338   99.90%   99.79%   99.12%   98.60%
   37  5812132  5805928  5766891  5737397   99.90%   99.80%   99.12%   98.62%
   36  5812185  5806026  5767128  5737788   99.90%   99.80%   99.13%   98.62%
   35  5812427  5806385  5767958  5738912   99.91%   99.80%   99.14%   98.64%
   34  5812787  5806797  5768492  5739542   99.91%   99.81%   99.15%   98.65%
   33  5813141  5807211  5769112  5740274   99.92%   99.82%   99.16%   98.67%
   32  5813648  5807885  5770290  5741945   99.93%   99.83%   99.18%   98.70%
   31  5814458  5808786  5771517  5743532   99.94%   99.84%   99.20%   98.72%
   30  5815312  5809760  5772938  5745202   99.96%   99.86%   99.23%   98.75%
   29  5815848  5810374  5773870  5746357   99.97%   99.87%   99.24%   98.77%
   28  5816445  5811194  5775577  5748945   99.98%   99.89%   99.27%   98.82%
   27  5817095  5811969  5776979  5751029   99.99%   99.90%   99.30%   98.85%
   26  5817635  5812712  5779120  5754166  100.00%   99.91%   99.33%   98.91%
   25  5817720  5813106  5783908  5761718  100.00%   99.92%   99.42%   99.04%
   24  5817731  5813176  5784354  5762461  100.00%   99.92%   99.42%   99.05%
   23  5817749  5813364  5785943  5765098  100.00%   99.92%   99.45%   99.09%
   22  5817761  5813468  5786480  5765883  100.00%   99.93%   99.46%   99.11%
   21  5817775  5813754  5787663  5767512  100.00%   99.93%   99.48%   99.14%
   20  5817786  5814552  5793036  5775887  100.00%   99.94%   99.57%   99.28%
   19  5817798  5816137  5806161  5796934  100.00%   99.97%   99.80%   99.64%
   18  5817810  5816347  5807500  5799871  100.00%   99.97%   99.82%   99.69%
   17  5817811  5816470  5808213  5801406  100.00%   99.98%   99.83%   99.72%
   16  5817811  5816517  5808532  5802149  100.00%   99.98%   99.84%   99.73%
   15  5817815  5816621  5809341  5803269  100.00%   99.98%   99.85%   99.75%
   14  5817818  5816696  5809678  5803805  100.00%   99.98%   99.86%   99.76%
   13  5817818  5816810  5810378  5804944  100.00%   99.98%   99.87%   99.78%
   12  5817821  5816888  5810799  5805581  100.00%   99.98%   99.88%   99.79%
   11  5817823  5816970  5811243  5806392  100.00%   99.99%   99.89%   99.80%
   10  5817824  5817004  5811549  5806836  100.00%   99.99%   99.89%   99.81%
    9  5817825  5817133  5812442  5808804  100.00%   99.99%   99.91%   99.84%
    8  5817825  5817212  5813043  5810084  100.00%   99.99%   99.92%   99.87%
    7  5817825  5817227  5813177  5810314  100.00%   99.99%   99.92%   99.87%
    6  5817826  5817255  5813351  5810603  100.00%   99.99%   99.92%   99.88%
    5  5817826  5817354  5814224  5812143  100.00%   99.99%   99.94%   99.90%
    4  5817826  5817583  5815689  5814396  100.00%  100.00%   99.96%   99.94%
    3  5817826  5817606  5815921  5814801  100.00%  100.00%   99.97%   99.95%
    2  5817826  5817650  5816398  5815503  100.00%  100.00%   99.98%   99.96%
    1  5817826  5817703  5816836  5816434  100.00%  100.00%   99.98%   99.98%

Truncate at first Q
  Len     Q=5    Q=10    Q=15    Q=20
-----  ------  ------  ------  ------
  518    0.0%    0.0%    0.0%    0.0%
  517    0.0%    0.0%    0.0%    0.0%
  516    0.0%    0.0%    0.0%    0.0%
  515    0.0%    0.0%    0.0%    0.0%
  514    0.0%    0.0%    0.0%    0.0%
  513    0.0%    0.0%    0.0%    0.0%
  512    0.0%    0.0%    0.0%    0.0%
  511    0.0%    0.0%    0.0%    0.0%
  510    0.0%    0.0%    0.0%    0.0%
  509    0.0%    0.0%    0.0%    0.0%
  508    0.0%    0.0%    0.0%    0.0%
  507    0.0%    0.0%    0.0%    0.0%
  506    0.0%    0.0%    0.0%    0.0%
  505    0.0%    0.0%    0.0%    0.0%
  504    0.0%    0.0%    0.0%    0.0%
  503    0.0%    0.0%    0.0%    0.0%
  502    0.0%    0.0%    0.0%    0.0%
  501    0.0%    0.0%    0.0%    0.0%
  500    0.0%    0.0%    0.0%    0.0%
  499    0.0%    0.0%    0.0%    0.0%
  498    0.0%    0.0%    0.0%    0.0%
  497    0.0%    0.0%    0.0%    0.0%
  496    0.0%    0.0%    0.0%    0.0%
  495    0.0%    0.0%    0.0%    0.0%
  494    0.0%    0.0%    0.0%    0.0%
  493    0.0%    0.0%    0.0%    0.0%
  492    0.0%    0.0%    0.0%    0.0%
  491    0.0%    0.0%    0.0%    0.0%
  490    0.0%    0.0%    0.0%    0.0%
  489    0.0%    0.0%    0.0%    0.0%
  488    0.0%    0.0%    0.0%    0.0%
  487    0.0%    0.0%    0.0%    0.0%
  486    0.0%    0.0%    0.0%    0.0%
  485    0.0%    0.0%    0.0%    0.0%
  484    0.0%    0.0%    0.0%    0.0%
  483    0.0%    0.0%    0.0%    0.0%
  482    0.0%    0.0%    0.0%    0.0%
  481    0.0%    0.0%    0.0%    0.0%
  480    0.0%    0.0%    0.0%    0.0%
  479    0.0%    0.0%    0.0%    0.0%
  478    0.0%    0.0%    0.0%    0.0%
  477    0.0%    0.0%    0.0%    0.0%
  476    0.0%    0.0%    0.0%    0.0%
  475    0.0%    0.0%    0.0%    0.0%
  474    0.0%    0.0%    0.0%    0.0%
  473    0.0%    0.0%    0.0%    0.0%
  472    0.0%    0.0%    0.0%    0.0%
  471    0.0%    0.0%    0.0%    0.0%
  470    0.0%    0.0%    0.0%    0.0%
  469    0.0%    0.0%    0.0%    0.0%
  468    0.0%    0.0%    0.0%    0.0%
  467    0.0%    0.0%    0.0%    0.0%
  466    0.0%    0.0%    0.0%    0.0%
  465    0.0%    0.0%    0.0%    0.0%
  464    0.0%    0.0%    0.0%    0.0%
  463    0.0%    0.0%    0.0%    0.0%
  462    0.0%    0.0%    0.0%    0.0%
  461    0.0%    0.0%    0.0%    0.0%
  460    0.0%    0.0%    0.0%    0.0%
  459    0.0%    0.0%    0.0%    0.0%
  458    0.0%    0.0%    0.0%    0.0%
  457    0.0%    0.0%    0.0%    0.0%
  456    0.0%    0.0%    0.0%    0.0%
  455    0.1%    0.0%    0.0%    0.0%
  454    0.1%    0.0%    0.0%    0.0%
  453    0.1%    0.0%    0.0%    0.0%
  452    0.1%    0.0%    0.0%    0.0%
  451    0.1%    0.0%    0.0%    0.0%
  450    0.1%    0.0%    0.0%    0.0%
  449    0.1%    0.0%    0.0%    0.0%
  448    0.1%    0.0%    0.0%    0.0%
  447    0.1%    0.0%    0.0%    0.0%
  446    0.1%    0.0%    0.0%    0.0%
  445    0.1%    0.1%    0.0%    0.0%
  444    0.1%    0.1%    0.0%    0.0%
  443    0.1%    0.1%    0.0%    0.0%
  442    0.1%    0.1%    0.0%    0.0%
  441    0.1%    0.1%    0.0%    0.0%
  440    0.1%    0.1%    0.0%    0.0%
  439    0.1%    0.1%    0.0%    0.0%
  438    0.1%    0.1%    0.0%    0.0%
  437    0.1%    0.1%    0.0%    0.0%
  436    0.1%    0.1%    0.0%    0.0%
  435    0.1%    0.1%    0.0%    0.0%
  434    0.1%    0.1%    0.0%    0.0%
  433    0.1%    0.1%    0.0%    0.0%
  432    0.1%    0.1%    0.0%    0.0%
  431    0.1%    0.1%    0.0%    0.0%
  430    0.1%    0.1%    0.0%    0.0%
  429    0.1%    0.1%    0.0%    0.0%
  428    0.1%    0.1%    0.0%    0.0%
  427    0.1%    0.1%    0.0%    0.0%
  426    0.1%    0.1%    0.0%    0.0%
  425    0.1%    0.1%    0.0%    0.0%
  424    0.1%    0.1%    0.0%    0.0%
  423    0.1%    0.1%    0.0%    0.0%
  422    0.1%    0.1%    0.0%    0.0%
  421    0.1%    0.1%    0.0%    0.0%
  420    0.1%    0.1%    0.0%    0.0%
  419    0.1%    0.1%    0.0%    0.0%
  418    0.1%    0.1%    0.0%    0.0%
  417    0.1%    0.1%    0.0%    0.0%
  416    0.1%    0.1%    0.0%    0.0%
  415    0.1%    0.1%    0.0%    0.0%
  414    0.1%    0.1%    0.0%    0.0%
  413    0.1%    0.1%    0.0%    0.0%
  412    0.1%    0.1%    0.0%    0.0%
  411    0.1%    0.1%    0.0%    0.0%
  410    0.1%    0.1%    0.0%    0.0%
  409    0.1%    0.1%    0.0%    0.0%
  408    0.1%    0.1%    0.0%    0.0%
  407    0.1%    0.1%    0.0%    0.0%
  406    0.1%    0.1%    0.0%    0.0%
  405    0.1%    0.1%    0.0%    0.0%
  404    0.1%    0.1%    0.0%    0.0%
  403    0.1%    0.1%    0.0%    0.0%
  402    0.1%    0.1%    0.0%    0.0%
  401    0.1%    0.1%    0.0%    0.0%
  400    0.1%    0.1%    0.0%    0.0%
  399    0.1%    0.1%    0.0%    0.0%
  398    0.1%    0.1%    0.0%    0.0%
  397    0.1%    0.1%    0.0%    0.0%
  396    0.1%    0.1%    0.0%    0.0%
  395    0.1%    0.1%    0.0%    0.0%
  394    0.1%    0.1%    0.0%    0.0%
  393    0.1%    0.1%    0.0%    0.0%
  392    0.1%    0.1%    0.0%    0.0%
  391    0.1%    0.1%    0.0%    0.0%
  390    0.1%    0.1%    0.0%    0.0%
  389    0.1%    0.1%    0.0%    0.0%
  388    0.1%    0.1%    0.0%    0.0%
  387    0.1%    0.1%    0.0%    0.0%
  386    0.1%    0.1%    0.0%    0.0%
  385    0.1%    0.1%    0.0%    0.0%
  384    0.1%    0.1%    0.0%    0.0%
  383    0.1%    0.1%    0.0%    0.0%
  382    0.1%    0.1%    0.0%    0.0%
  381    0.1%    0.1%    0.0%    0.0%
  380    0.1%    0.1%    0.0%    0.0%
  379    0.1%    0.1%    0.0%    0.0%
  378    0.1%    0.1%    0.0%    0.0%
  377    0.1%    0.1%    0.0%    0.0%
  376    0.1%    0.1%    0.0%    0.0%
  375    0.1%    0.1%    0.0%    0.0%
  374    0.1%    0.1%    0.0%    0.0%
  373    0.1%    0.1%    0.0%    0.0%
  372    0.1%    0.1%    0.0%    0.0%
  371    0.1%    0.1%    0.0%    0.0%
  370    0.1%    0.1%    0.0%    0.0%
  369    0.1%    0.1%    0.0%    0.0%
  368    0.1%    0.1%    0.0%    0.0%
  367    0.1%    0.1%    0.0%    0.0%
  366    0.1%    0.1%    0.0%    0.0%
  365    0.1%    0.1%    0.0%    0.0%
  364    0.1%    0.1%    0.0%    0.0%
  363    0.1%    0.1%    0.0%    0.0%
  362    0.1%    0.1%    0.0%    0.0%
  361    0.1%    0.1%    0.0%    0.0%
  360    0.1%    0.1%    0.0%    0.0%
  359    0.1%    0.1%    0.0%    0.0%
  358    0.1%    0.1%    0.0%    0.0%
  357    0.1%    0.1%    0.0%    0.0%
  356    0.1%    0.1%    0.0%    0.0%
  355    0.1%    0.1%    0.0%    0.0%
  354    0.1%    0.1%    0.0%    0.0%
  353    0.1%    0.1%    0.0%    0.0%
  352    0.1%    0.1%    0.0%    0.0%
  351    0.1%    0.1%    0.0%    0.0%
  350    0.1%    0.1%    0.0%    0.0%
  349    0.1%    0.1%    0.0%    0.0%
  348    0.1%    0.1%    0.0%    0.0%
  347    0.1%    0.1%    0.0%    0.0%
  346    0.1%    0.1%    0.0%    0.0%
  345    0.1%    0.1%    0.0%    0.0%
  344    0.1%    0.1%    0.0%    0.0%
  343    0.1%    0.1%    0.0%    0.0%
  342    0.1%    0.1%    0.0%    0.0%
  341    0.1%    0.1%    0.0%    0.0%
  340    0.1%    0.1%    0.0%    0.0%
  339    0.1%    0.1%    0.0%    0.0%
  338    0.1%    0.1%    0.0%    0.0%
  337    0.1%    0.1%    0.0%    0.0%
  336    0.1%    0.1%    0.0%    0.0%
  335    0.1%    0.1%    0.0%    0.0%
  334    0.1%    0.1%    0.1%    0.0%
  333    0.1%    0.1%    0.1%    0.0%
  332    0.1%    0.1%    0.1%    0.0%
  331    0.1%    0.1%    0.1%    0.0%
  330    0.1%    0.1%    0.1%    0.0%
  329    0.1%    0.1%    0.1%    0.0%
  328    0.1%    0.1%    0.1%    0.0%
  327    0.1%    0.1%    0.1%    0.0%
  326    0.1%    0.1%    0.1%    0.0%
  325    0.1%    0.1%    0.1%    0.0%
  324    0.1%    0.1%    0.1%    0.0%
  323    0.1%    0.1%    0.1%    0.0%
  322    0.1%    0.1%    0.1%    0.0%
  321    0.1%    0.1%    0.1%    0.0%
  320    0.1%    0.1%    0.1%    0.0%
  319    0.1%    0.1%    0.1%    0.0%
  318    0.1%    0.1%    0.1%    0.0%
  317    0.1%    0.1%    0.1%    0.0%
  316    0.1%    0.1%    0.1%    0.0%
  315    0.1%    0.1%    0.1%    0.0%
  314    0.1%    0.1%    0.1%    0.0%
  313    0.1%    0.1%    0.1%    0.0%
  312    0.1%    0.1%    0.1%    0.0%
  311    0.1%    0.1%    0.1%    0.0%
  310    0.1%    0.1%    0.1%    0.0%
  309    0.1%    0.1%    0.1%    0.1%
  308    0.1%    0.1%    0.1%    0.1%
  307    0.1%    0.1%    0.1%    0.1%
  306    0.1%    0.1%    0.1%    0.1%
  305    0.1%    0.1%    0.1%    0.1%
  304    0.1%    0.1%    0.1%    0.1%
  303    0.2%    0.1%    0.1%    0.1%
  302    0.2%    0.2%    0.1%    0.1%
  301    0.2%    0.2%    0.2%    0.1%
  300    0.3%    0.3%    0.2%    0.2%
  299    0.3%    0.3%    0.3%    0.2%
  298    0.4%    0.3%    0.3%    0.3%
  297    0.4%    0.3%    0.3%    0.3%
  296    0.4%    0.4%    0.3%    0.3%
  295    0.4%    0.4%    0.3%    0.3%
  294    0.4%    0.4%    0.3%    0.3%
  293    0.4%    0.4%    0.3%    0.3%
  292    0.4%    0.4%    0.3%    0.3%
  291    0.4%    0.4%    0.3%    0.3%
  290    0.4%    0.4%    0.3%    0.3%
  289    0.4%    0.4%    0.3%    0.3%
  288    0.4%    0.4%    0.3%    0.3%
  287    0.4%    0.4%    0.4%    0.3%
  286    0.9%    0.9%    0.8%    0.7%
  285    9.5%    9.0%    8.0%    7.4%
  284   24.3%   23.3%   21.3%   19.9%
  283   37.5%   36.1%   33.4%   31.3%
  282   54.7%   52.9%   49.2%   46.2%
  281   74.8%   72.4%   67.7%   63.8%
  280   91.8%   88.9%   83.2%   78.3%
  279   94.7%   91.6%   85.8%   80.7%
  278   95.1%   92.1%   86.3%   81.2%
  277   95.6%   92.5%   86.8%   81.6%
  276   95.7%   92.6%   87.1%   81.9%
  275   95.8%   92.7%   87.4%   82.1%
  274   95.8%   92.7%   87.5%   82.2%
  273   95.8%   92.8%   87.6%   82.2%
  272   95.8%   92.8%   87.7%   82.3%
  271   95.9%   92.9%   87.9%   82.5%
  270   95.9%   92.9%   88.1%   82.9%
  269   95.9%   93.0%   88.2%   83.0%
  268   95.9%   93.0%   88.3%   83.1%
  267   96.0%   93.1%   88.7%   83.8%
  266   96.0%   93.2%   88.8%   83.9%
  265   96.0%   93.3%   88.9%   84.1%
  264   96.2%   93.6%   89.3%   84.5%
  263   96.2%   93.6%   89.3%   84.6%
  262   96.2%   93.6%   89.3%   84.6%
  261   96.2%   93.6%   89.4%   84.8%
  260   96.3%   93.7%   89.5%   84.9%
  259   96.5%   94.2%   90.2%   85.6%

   5817826  Recs (5.8M), 0 too long
     281.7  Avg length
   1638.8M  Bases

Finished Tue Jan 23 20:57:44 2024
Elapsed time 01:28
Max memory 4.4MB
