OTU,Kingdom,Phylum,Class,Order,Family ,Genus
BOTU_4033,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales
BOTU_3975,Bacteria,Actinobacteriota,Acidimicrobiia,uncultured_bacterium,unidentified,unidentified
BOTU_4034,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,HSB_OF53-F07
BOTU_4027,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_3965,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,unidentified
BOTU_4039,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
BOTU_3998,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
BOTU_4017,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,AKYG1722
BOTU_3993,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_4018,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonadaceae
BOTU_4029,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured
BOTU_4020,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella
BOTU_4008,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
BOTU_3989,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,uncultured
BOTU_3920,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_3987,Bacteria,Myxococcota,Polyangia,FFCH16767,FFCH16767,FFCH16767
BOTU_4041,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,KD3-10
BOTU_4024,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147
BOTU_4042,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_4006,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,unidentified
BOTU_3934,Bacteria,Firmicutes,Bacilli,Bacillales,unidentified,unidentified
BOTU_4021,Bacteria,Chloroflexi,unidentified,unidentified,unidentified,unidentified
BOTU_4054,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_3952,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,unidentified
BOTU_4059,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured_bacterium
BOTU_3995,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,unidentified
BOTU_4043,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_4032,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
BOTU_4002,Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5
BOTU_4050,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae
BOTU_4026,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,unidentified,unidentified
BOTU_4053,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales
BOTU_3997,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,uncultured_bacterium,unidentified
BOTU_4072,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus
BOTU_4061,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_4025,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured,uncultured
BOTU_3994,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured
BOTU_4068,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_4049,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
BOTU_4045,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured
BOTU_4016,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,uncultured
BOTU_4084,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_4030,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured
BOTU_4060,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17
BOTU_4104,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrososphaeraceae
BOTU_4038,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Sporocytophaga
BOTU_4083,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4010,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Candidatus_Ovatusbacter
BOTU_4044,Bacteria,Myxococcota,Polyangia,mle1-27,mle1-27,mle1-27
BOTU_4088,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4089,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_4095,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,Vermiphilaceae
BOTU_4097,Bacteria,Planctomycetota,Planctomycetes,uncultured,uncultured,uncultured
BOTU_4040,Bacteria,Chloroflexi,Dehalococcoidia,S085,S085,S085
BOTU_4031,Bacteria,Armatimonadota,uncultured,uncultured,uncultured,uncultured
BOTU_4055,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
BOTU_4036,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4058,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_4014,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured
BOTU_4086,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517
BOTU_4098,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4094,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chloroplast,Chloroplast
BOTU_4090,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,unidentified
BOTU_4047,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_4091,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
BOTU_4105,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_4106,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
BOTU_4120,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4057,Bacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)
BOTU_4108,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2
BOTU_4080,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_4046,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17
BOTU_4074,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
BOTU_4144,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_4131,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_4115,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
BOTU_4110,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
BOTU_4063,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas
BOTU_4118,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
BOTU_4122,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4137,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,unidentified
BOTU_4071,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter
BOTU_4130,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,UBA12409
BOTU_4143,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured
BOTU_4113,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4121,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_4116,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_4128,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4111,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,uncultured
BOTU_4062,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,unidentified
BOTU_4067,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured,uncultured
BOTU_4145,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_4109,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b
BOTU_4081,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
BOTU_4064,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
BOTU_4051,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BOTU_4126,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4101,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
BOTU_4150,Bacteria,Planctomycetota,Planctomycetes,uncultured,uncultured,uncultured
BOTU_4077,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4087,Bacteria,Myxococcota,Polyangia,Polyangiales,unidentified,unidentified
BOTU_4156,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured_bacterium
BOTU_4028,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Ahniella
BOTU_4070,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliales,Babeliales
BOTU_4142,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
BOTU_4078,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
BOTU_4159,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria
BOTU_4099,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4152,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
BOTU_4125,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Gloeocapsa_PCC-7428
BOTU_4052,Bacteria,Firmicutes,Clostridia,uncultured_bacterium,unidentified,unidentified
BOTU_4092,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767
BOTU_4093,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
BOTU_4132,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter
BOTU_4183,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4117,Bacteria,Cyanobacteria,Sericytochromatia,Sericytochromatia,Sericytochromatia,Sericytochromatia
BOTU_4056,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured
BOTU_4065,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,TRA3-20
BOTU_4076,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,24-Nov,24-Nov
BOTU_4100,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4154,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45
BOTU_4153,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108
BOTU_4102,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j
BOTU_4103,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4135,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia
BOTU_4141,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
BOTU_4148,Bacteria,Planctomycetota,OM190,OM190,OM190,OM190
BOTU_4069,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BOTU_4048,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,unidentified
BOTU_4073,Bacteria,Actinobacteriota,Actinobacteria,unidentified,unidentified,unidentified
BOTU_4066,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncultured,uncultured
BOTU_4163,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_4170,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_4157,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified
BOTU_4161,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168
BOTU_4138,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,unidentified
BOTU_4075,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified
BOTU_4079,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,unidentified
BOTU_4160,Bacteria,Chloroflexi,Anaerolineae,SBR1031,SBR1031,SBR1031
BOTU_4129,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14
BOTU_4124,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
BOTU_4096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84
BOTU_4085,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter
BOTU_4169,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,unidentified
BOTU_4199,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4147,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis
BOTU_4178,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured
BOTU_4190,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Nibrella
BOTU_4112,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured
BOTU_4166,Bacteria,Chloroflexi,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66,JG30-KF-CM66
BOTU_4107,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_4146,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter
BOTU_4140,Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,DS-100
BOTU_4149,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
BOTU_4158,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
BOTU_4082,Bacteria,Firmicutes,Bacilli,unidentified,unidentified,unidentified
BOTU_4214,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured
BOTU_4114,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
BOTU_4123,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter
BOTU_4208,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,uncultured
BOTU_4155,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,unidentified,unidentified
BOTU_4210,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured
BOTU_4185,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119
BOTU_4168,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured
BOTU_4216,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_4177,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4212,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,uncultured
BOTU_4228,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured_bacterium
BOTU_4191,Bacteria,Firmicutes,Bacilli,RF39,RF39,RF39
BOTU_4165,Bacteria,Chloroflexi,Dehalococcoidia,unidentified,unidentified,unidentified
BOTU_4200,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4180,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter
BOTU_4201,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_4202,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
BOTU_4172,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,cvE6
BOTU_4204,Bacteria,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108
BOTU_4176,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4179,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified
BOTU_4175,Bacteria,Firmicutes,Limnochordia,Limnochordia,Limnochordia,Hydrogenispora
BOTU_4181,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
BOTU_4167,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
BOTU_4134,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
BOTU_4119,Bacteria,Firmicutes,Clostridia,Clostridia,Hungateiclostridiaceae,unidentified
BOTU_4240,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_4186,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
BOTU_4230,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula
BOTU_4164,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,Sandaracinus
BOTU_4223,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,unidentified
BOTU_4203,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4162,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae
BOTU_4173,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
BOTU_4174,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,Limnochordaceae
BOTU_4127,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured
BOTU_4237,Bacteria,Chloroflexi,TK10,TK10,TK10,TK10
BOTU_4192,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
BOTU_4224,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified
BOTU_4211,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
BOTU_4225,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4136,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BOTU_4139,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_4250,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_4226,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_4198,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum
BOTU_4244,Bacteria,uncultured_bacterium,unidentified,unidentified,unidentified,unidentified
BOTU_4207,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
BOTU_4187,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
BOTU_4261,Bacteria,Planctomycetota,Planctomycetes,uncultured,unidentified,unidentified
BOTU_4256,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4189,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
BOTU_4229,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Kapabacteriales,Kapabacteriales
BOTU_4232,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,unidentified
BOTU_4151,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Thermobacillus
BOTU_4195,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,uncultured
BOTU_4219,Bacteria,Proteobacteria,Gammaproteobacteria,unidentified,unidentified,unidentified
BOTU_4238,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_4217,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
BOTU_4247,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,unidentified
BOTU_4248,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia
BOTU_4249,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4221,Bacteria,Chloroflexi,uncultured_bacterium,unidentified,unidentified,unidentified
BOTU_4258,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage
BOTU_4274,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera
BOTU_4220,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AKYH767
BOTU_4222,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,unidentified,unidentified
BOTU_4205,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group
BOTU_4133,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BOTU_4213,Bacteria,Myxococcota,Myxococcia,Myxococcales,Vulgatibacteraceae,Vulgatibacter
BOTU_4188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter
BOTU_4275,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group
BOTU_4239,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter
BOTU_4251,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_4241,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,uncultured
BOTU_4234,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
BOTU_4278,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured
BOTU_4245,Bacteria,unidentified,unidentified,unidentified,unidentified,unidentified
BOTU_4269,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
BOTU_4171,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
BOTU_4259,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea
BOTU_4260,Bacteria,Chloroflexi,Ktedonobacteria,C0119,C0119,C0119
BOTU_4257,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella
BOTU_4279,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata
BOTU_4215,Bacteria,Myxococcota,Polyangia,Blfdi19,Blfdi19,Blfdi19
BOTU_4194,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Mizugakiibacter
BOTU_4267,Bacteria,Chloroflexi,OLB14,OLB14,OLB14,OLB14
BOTU_4266,Bacteria,NB1-j,NB1-j,NB1-j,NB1-j,NB1-j
BOTU_4282,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured
BOTU_4193,Bacteria,Firmicutes,Bacilli,Bacillales,Marinococcaceae,Geomicrobium
BOTU_4270,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella
BOTU_4184,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unidentified
BOTU_4209,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
BOTU_4286,Bacteria,Chloroflexi,Chloroflexia,Kallotenuales,AKIW781,AKIW781
BOTU_4227,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
BOTU_4242,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales
BOTU_4243,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium
BOTU_4206,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BOTU_4273,Bacteria,Desulfobacterota,uncultured,uncultured,uncultured,uncultured
BOTU_4235,Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17
BOTU_4299,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales
BOTU_4285,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,0319-6G20,0319-6G20
BOTU_4288,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,uncultured
BOTU_4231,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b
